37.7773 45.5763
9.10825 32.5037
20.9906 2.53914
22.7882 24.5598
35.0917 20.7801
42.41 24.807
10.6372 4.43434
43.0784 20.3513
24.0303 36.1538
16.3182 43.1867
34.5897 47.0763
16.3961 12.4775
13.9393 9.95056
37.2005 35.1604
0.480667 6.96585
15.0044 28.8919
36.7748 48.8433
27.4346 6.43178
22.6478 46.7681
33.9183 35.519
41.8363 13.7211
27.9656 13.2756
44.9721 46.7544
46.5789 19.2587
38.6074 14.5512 1.17815
21.0822 39.9792 13.7727
18.0914 3.54473 -2.8108
40.2203 18.833 4.36241
38.8318 21.0654 6.05848
43.4538 6.69729 -0.269201
37.727 21.3843 6.31414
48.0651 36.4101 0.366329
37.1883 49.4995 1.00588
7.37022 8.10724 0.300113
31.5485 13.1581 -6.53238
0.881985 49.9817 0.00971648
11.0645 42.1003 1.88184
12.8529 13.8829 2.33051
31.341 11.0477 -9.39307
19.5166 44.8668 8.83622
10.9531 28.0587 -5.42335
30.3308 38.7066 11.2331
15.1372 14.742 3.93263
3.53099 26.4824 -1.6863
8.29798 29.957 -3.84794
31.3181 0.263985 -2.66932
33.195 13.5121 -4.3101
14.9907 18.9779 3.02378
49.5972 1.46184 -0.00588643
25.3227 8.51161 -12.3848
40.2188 39.5337 2.31669
18.511 45.117 7.52642
16.7562 46.2737 4.73918
3.0076 36.1782 -0.378916
33.8374 2.44911 -3.26763
27.5369 37.4081 11.7116
43.6888 18.3096 2.46416
35.6136 20.5252 5.12864
49.3377 5.19883 -0.00488926
6.88803 30.4941 -2.91389
39.169 3.16935 -1.04115
30.6146 46.3591 6.78216
10.6311 41.0825 1.54838
31.55 34.7774 5.2338
15.9291 30.8115 -2.33803
43.6354 10.2741 0.0524301
37.4874 22.0801 6.59435
1.70446 41.3068 -0.00368706
26.0201 19.509 2.89332
46.6155 16.1809 0.859416
9.00754 38.432 0.16649
14.0278 7.9104 -0.281459
2.39875 1.04221 0.0199549
2.2248 2.04932 0.0240653
33.3506 49.4446 2.21865
39.2239 26.5801 6.72652
6.79647 27.1416 -3.54148
44.525 47.9217 0.162453
23.7114 5.56963 -9.38989
5.81072 22.0969 -2.31492
33.8069 7.18863 -6.69969
15.8834 15.1646 4.59536
30.5475 1.72887 -4.30818
40.1761 31.9239 4.15628
21.2424 27.1554 2.62429
10.1413 16.9927 0.0814967
30.0562 11.8732 -9.66816
12.8422 17.3269 1.75706
16.7379 49.8032 2.01142
22.0237 20.2048 7.16589
18.8955 4.80819 -4.07237
41.023 5.77105 -0.784453
0.601215 46.1257 0.0168086
2.80007 28.2067 -1.29196
15.1708 41.2671 5.75104
47.4075 14.5482 0.483762
14.9098 8.04621 -0.655747
22.2114 45.2681 10.4167
15.6499 2.22327 -1.05371
25.1946 5.64898 -10.4233
48.8739 42.3658 0.0949196
36.6192 22.0206 6.35322
9.25016 48.4741 0.458307
9.39054 21.9169 -3.4245
30.4193 45.9502 7.47837
13.4281 32.2291 -3.10738
46.7605 11.4444 0.212171
4.34278 4.4084 0.0740194
24.0593 12.1799 -6.62618
11.7512 30.784 -4.47381
16.8096 15.2715 5.15427
17.5283 41.0459 9.05147
34.9864 18.6514 3.41704
19.3152 42.9762 10.6985
28.1106 30.1172 0.304577
49.5956 46.4843 0.0280882
19.4189 46.1104 7.11544
45.6374 34.991 0.978314
47.9247 6.73849 -0.00598511
40.6507 23.2551 5.98051
1.21464 28.6569 -0.755538
21.424 15.6728 4.67212
46.7864 42.3139 0.220688
22.7989 4.14136 -7.07698
44.7142 35.1848 1.21828
4.2497 19.5303 -1.09075
49.4903 27.5033 0.669235
28.9331 25.8217 0.283342
33.8389 32.0811 3.83866
40.4645 20.9983 5.38215
42.3063 24.7795 4.89965
7.77459 33.7352 -1.97444
7.45567 27.1706 -3.95935
33.3522 29.9387 3.47989
36.4681 27.9916 6.29622
45.1567 18.2287 1.75825
0.96591 44.908 0.0210773
17.5558 18.4011 6.45398
37.8857 3.18766 -1.52629
41.5677 31.9391 3.4849
44.1664 32.8257 1.91837
39.7351 28.6401 5.83922
23.1346 10.6845 -8.11124
45.9426 38.4198 0.539913
15.3386 49.2294 1.83692
45.4817 12.3539 0.393969
21.6773 8.38801 -8.1527
45.6938 42.0225 0.346482
1.61596 32.1421 -0.599805
22.4799 1.20853 -3.66112
4.33515 36.3628 -0.492692
13.01 49.0402 1.15713
15.5736 49.5025 1.78074
49.9313 8.59096 0.0261124
28.0282 32.6548 2.45408
7.39006 10.0772 0.400938
18.0853 30.6024 -0.30939
4.2024 12.6148 0.0552956
36.7321 30.3583 5.40171
34.4325 43.6949 5.85584
47.4212 28.7957 1.23898
20.7556 20.3757 7.44395
18.7246 35.9386 6.02292
10.8722 41.2824 1.713
4.60067 15.4286 -0.245344
12.302 13.4663 1.97737
20.0491 38.8012 11.6511
35.8745 3.19681 -2.54328
45.0026 5.04624 -0.123269
43.2203 24.7322 4.16486
14.246 2.11188 -0.587608
18.572 6.1449 -4.17205
26.1986 11.8305 -9.71902
10.2145 46.2737 0.988893
28.3303 34.8735 6.18205
11.8519 1.81585 -0.130738
12.0746 37.2997 0.798724
29.2413 18.7078 0.243663
25.0145 45.233 11.31
2.3957 46.7605 0.039991
33.1675 39.2544 8.43187
28.6599 1.68157 -4.89052
41.1878 25.0618 5.76307
6.97501 13.5273 0.232103
3.27311 31.9666 -1.02902
48.6557 25.6218 0.95768
32.6395 15.7735 -1.6033
24.9763 33.0485 3.771
42.3002 17.6336 2.83929
46.8963 24.7429 1.69114
25.0435 5.3972 -10.0445
47.2045 18.2653 1.00946
5.3621 49.0692 0.0948705
10.4511 1.30924 -0.0127085
21.1737 6.89108 -7.52143
20.9128 19.0161 7.82609
18.1402 23.6457 2.76783
23.9586 21.1432 5.15165
14.3925 17.7175 3.15073
21.0974 8.16828 -7.38698
18.4805 8.49483 -3.62078
44.0336 40.3775 0.758907
8.3636 10.6616 0.553992
28.0328 49.0005 4.57475
4.24055 46.9512 0.0921751
29.9295 13.4678 -7.19246
43.0433 5.90533 -0.334389
11.0599 43.8353 1.75604
37.4004 46.2447 2.11675
30.4621 32.4503 2.45681
26.8944 24.3431 0.991308
18.6315 13.921 3.55929
4.40382 46.4507 0.107113
27.1661 47.4471 7.04556
25.37 22.1519 3.16184
24.5933 10.5686 -10.2223
32.7708 20.6793 2.82849
33.7107 18.4225 2.25083
5.64135 6.61336 0.156117
30.7306 7.52892 -10.575
13.9393 6.53096 -0.571745
1.5656 48.2025 0.0207589
37.5683 33.1904 4.43309
25.5501 24.6315 1.89683
32.3725 18.7796 1.4716
31.9132 46.7116 5.38788
0.924711 33.8313 -0.354353
49.324 32.6594 0.426123
0.906401 43.3241 0.0150757
43.8108 26.5023 3.60425
48.8907 26.5587 0.862972
15.3752 39.491 5.54239
2.35908 12.3814 0.00764236
48.6099 29.4992 0.792719
27.7566 6.27766 -11.4646
37.6247 7.47551 -2.73473
37.3745 10.9394 -2.24295
30.6162 35.0108 5.7472
2.91452 16.8493 -0.383306
14.3666 2.07221 -0.614937
28.5211 14.4398 -5.54435
34.0052 48.9898 2.25194
41.0855 4.40993 -0.664716
18.3233 21.7277 4.8639
30.6589 7.73339 -10.769
5.98468 24.5338 -2.93878
48.7823 1.94861 -0.0106875
42.9182 9.00906 -0.210576
47.5234 35.2718 0.529521
46.2127 13.6555 0.526678
17.0537 45.1155 6.06313
4.82803 42.993 0.148743
4.58541 32.5495 -1.33664
12.4531 0.274666 -0.140432
22.4494 19.2984 7.01203
2.76803 12.8895 -0.00748998
28.1564 38.8058 13.4226
32.5037 14.4902 -3.59862
34.2479 37.9498 6.75258
32.5282 22.9331 3.10857
30.7321 40.9665 11.7583
22.3441 28.0786 2.24877
27.9397 2.14087 -5.63628
8.25831 28.5119 -4.2466
2.59713 48.8357 0.0298189
10.5625 31.2571 -4.09689
4.94247 41.3999 0.102896
40.0235 3.54473 -0.845963
9.67895 1.55034 0.0220951
19.0146 40.6873 11.2366
18.5919 35.7677 5.60429
17.5741 39.1263 8.43358
47.647 5.26597 -0.0232167
49.7345 38.7356 0.13051
6.35548 19.1259 -1.42202
0.39674 23.4016 -0.576498
2.26142 2.11036 0.0246962
28.106 43.9833 12.173
28.3166 13.77 -6.85361
13.9988 2.69631 -0.584146
15.9841 20.3696 3.10496
2.27058 12.978 -0.01909
11.8946 46.2188 1.63269
2.44758 23.9097 -1.16864
10.8203 5.94195 0.104259
48.7976 23.249 0.895417
2.83212 44.293 0.0578897
37.1639 8.13776 -3.16275
17.423 35.0276 3.1992
34.5866 37.5576 6.28353
22.4113 15.4363 3.13766
31.9529 5.562 -7.62728
10.4465 8.07672 0.406222
35.049 49.4095 1.64702
30.932 6.28071 -9.35911
14.2994 31.5775 -3.14315
0.148014 24.9855 -0.561453
8.50551 9.81017 0.513442
47.4441 43.4706 0.138575
2.90536 34.1792 -0.621194
30.2393 41.5387 12.2406
26.8609 35.2809 7.56725
25.7195 5.72832 -10.7255
41.4823 42.5962 1.25636
31.9819 7.10318 -8.88582
12.5126 47.1007 1.62334
36.4772 27.1828 6.56061
38.7799 47.1664 1.22898
34.547 33.5841 4.40671
31.5165 41.8287 10.5104
5.86566 31.9315 -1.9802
14.8854 10.4785 0.750948
31.6157 45.6053 6.89861
43.0021 43.054 0.741231
10.1856 49.8657 0.42359
3.76293 9.75524 0.114689
4.22529 11.9617 0.0908757
4.83108 34.4081 -0.976151
26.8639 13.7379 -6.23653
12.0334 10.4755 1.01442
49.8795 8.3224 0.0225164
35.5266 23.8212 6.22789
41.6837 37.4844 1.91164
34.0236 21.2683 4.23353
17.8854 11.1621 -0.258262
32.4122 39.0271 9.18368
12.2639 25.7942 -5.1984
23.0461 30.0378 1.81691
0.972015 22.9606 -0.684202
46.0524 4.31989 -0.0676446
37.7789 14.9297 1.21786
18.9474 21.3538 5.85799
33.137 28.6554 3.46912
10.8951 48.5778 0.741224
34.9391 44.7996 4.61087
31.8903 25.0755 2.48592
43.7346 33.3293 1.97757
32.2031 44.4914 7.55955
20.2185 12.27 -0.883852
32.3954 46.2432 5.52486
17.8457 31.1563 -0.327098
29.2062 29.1025 0.258046
48.3291 5.74969 -0.0106206
47.6318 26.2047 1.32588
12.8727 5.60167 -0.304132
34.5164 5.53911 -4.98852
6.94449 20.9983 -2.35579
13.95 35.0017 -0.132821
31.3852 10.8646 -9.5011
49.8016 26.0384 0.630579
17.684 8.1988 -2.85635
35.6822 44.9995 3.86272
0.228889 34.5729 -0.237145
7.68456 6.19221 0.204361
43.3363 0.283823 -0.116626
0.166327 35.7738 -0.173596
5.87634 41.7234 0.204742
39.9243 20.4672 5.39521
1.32755 22.4967 -0.742411
49.0524 30.2408 0.632708
36.0271 49.8901 1.16844
1.81433 28.9483 -0.90584
33.4666 33.2209 4.04204
5.82293 12.038 0.209739
27.4514 35.6578 8.15463
2.85501 35.3618 -0.460252
31.8979 46.0448 6.14737
9.60112 24.1646 -4.63952
20.1102 22.3212 5.82734
43.6705 26.3207 3.73128
21.3492 33.0805 3.73307
5.17136 48.8571 0.092489
17.4902 48.8327 2.97615
9.16013 41.8439 0.946253
47.5967 9.54161 0.0679228
39.285 18.7201 4.56004
3.21055 19.9942 -0.9321
17.9296 27.0974 -0.00256467
22.1915 49.559 3.96804
13.184 9.11893 0.42452
13.8783 37.9055 2.70489
27.9382 15.4241 -3.40994
23.4413 33.2453 4.32054
41.406 11.8046 0.171377
18.1845 14.6519 4.76109
48.4268 42.584 0.109697
3.63628 25.0267 -1.71783
16.8081 39.8007 7.70172
2.25532 16.2648 -0.265808
8.07062 42.2666 0.627104
2.52235 33.2072 -0.672168
31.8659 13.5304 -5.66435
11.2644 37.9025 0.749266
29.4061 22.8523 0.786808
17.0263 0.784327 -1.1544
6.21052 28.2083 -3.05114
47.2686 10.2954 0.11096
9.48057 25.4204 -4.96844
27.2408 27.5307 0.134285
20.4138 2.46132 -3.7165
23.3192 37.4599 12.5324
6.77663 12.9994 0.259351
28.6386 23.3039 0.646167
6.03351 8.22779 0.2235
23.8121 15.6163 1.60961
34.3715 41.084 7.12857
20.5634 42.6237 12.5125
41.8973 31.8735 3.33893
21.0898 33.4086 4.04998
9.3524 9.38749 0.556933
0.944548 0.485245 0.0106072
6.64235 16.5822 -0.49547
48.2894 3.33262 -0.0167204
8.48262 44.8515 0.677153
17.2796 19.4403 5.62014
37.5088 35.9935 4.13919
28.4478 24.4438 0.442308
30.1126 15.9017 -2.88996
23.8578 7.90429 -11.0401
45.3734 49.0738 0.0851888
9.85443 26.2932 -5.22288
12.3417 27.958 -5.38619
45.2391 19.7394 2.06278
36.0408 36.259 4.88222
7.64641 44.1252 0.526215
7.44041 0.192266 0.0402707
45.9807 45.0621 0.180911
37.7834 16.834 3.03285
1.66784 25.3288 -0.957459
12.508 23.5374 -3.91257
6.60878 32.3267 -2.15895
35.1314 47.5646 2.61396
40.5667 17.1224 3.16685
6.38447 49.9359 0.112581
5.8565 41.6349 0.197591
8.90683 2.58034 0.0598031
2.1424 35.5129 -0.358424
42.8266 12.862 0.657044
9.12656 29.3115 -4.4849
32.5205 34.5119 4.84782
9.96277 15.4729 0.644508
49.9023 29.0704 0.517427
13.2252 13.7242 2.48224
24.5003 16.863 2.80422
6.19831 42.407 0.274399
35.6761 31.605 4.67006
47.3418 22.3518 1.39231
7.28935 17.658 -0.87872
30.7291 14.8244 -4.41597
0.108341 34.0587 -0.25285
30.2652 20.1086 0.936333
22.2861 4.31227 -6.86395
6.50197 38.3084 -0.191387
3.22581 26.0796 -1.55123
33.8725 18.9108 2.77697
1.12461 29.7708 -0.672368
31.1289 0.688192 -3.0788
39.5322 0.131229 -0.44428
2.8428 18.4942 -0.614412
43.2188 49.8901 0.149348
24.7322 28.5058 1.20795
18.6758 9.49736 -3.08983
30.6513 28.4967 1.06808
49.5544 22.0695 0.650912
34.0587 24.691 4.95347
2.35908 7.5396 0.0633774
41.7737 21.7612 4.83676
12.7186 35.139 -0.733356
42.8175 37.524 1.46119
47.5112 18.2104 0.91231
30.1798 18.92 0.410016
13.2038 20.484 -0.529655
38.2931 10.8188 -1.57689
5.68865 37.8048 -0.307494
4.05286 4.21155 0.0659072
21.9321 44.4365 11.5651
34.1884 15.3768 -0.777631
28.753 17.9693 -0.193465
36.7733 22.5471 6.59821
9.05179 31.901 -3.31361
49.7345 11.6749 0.103581
30.7779 29.9631 1.28462
24.131 7.83105 -11.3089
8.97549 21.2424 -2.95315
45.0346 43.8169 0.327133
6.20899 10.1642 0.280936
47.8164 42.5382 0.141831
41.67 0.413527 -0.232064
12.6667 14.7221 2.31497
4.29243 36.8267 -0.410527
45.1399 48.526 0.109133
40.1929 24.3461 6.40993
25.544 42.584 15.2162
9.72167 38.0871 0.220061
35.0093 9.10672 -5.48495
34.4798 13.5731 -2.83065
41.0031 48.5427 0.46034
29.5633 31.2235 1.17435
0.155643 22.3762 -0.489758
41.3938 34.1212 2.79354
11.1637 25.6554 -5.34951
36.4162 43.1669 4.21589
25.6157 35.7692 9.04453
10.9989 8.63674 0.498616
49.5315 39.0744 0.133057
17.8259 12.2501 1.35002
43.4477 11.8931 0.373006
29.1147 8.77102 -12.4744
3.84075 7.4984 0.10652
31.9544 21.2302 2.26135
33.7184 25.5913 4.566
26.0933 28.8171 0.484272
35.1711 15.8712 0.664126
19.4815 11.5268 -1.35356
31.724 42.2636 10.0181
41.8668 40.585 1.39967
3.27921 9.32035 0.0957294
21.7826 28.75 2.02947
41.4686 27.4377 5.21332
47.2289 29.5373 1.23594
8.22016 18.3554 -1.17734
5.33463 49.44 0.0852027
5.38499 37.5927 -0.341642
21.3782 12.1784 -2.64237
38.1848 15.3127 1.72348
42.3856 39.0912 1.39892
30.3278 42.2254 11.7838
35.7128 34.6767 4.63803
23.6076 2.0539 -5.01729
47.8591 41.3953 0.170759
19.776 27.1706 1.86046
43.8566 2.75277 -0.165028
47.5173 28.9087 1.19188
22.5288 48.764 5.03187
12.3295 29.1742 -5.13486
27.9565 42.819 13.7328
12.1372 44.8668 2.14827
2.42775 4.06964 0.0395455
26.426 1.70751 -5.18013
1.22379 44.3449 0.0235245
11.7389 29.0277 -5.24261
14.5146 33.6726 -1.16403
11.3224 12.0502 1.33596
16.7165 33.5063 0.537
11.745 3.29447 -0.136861
38.5846 11.6596 -0.95163
4.31227 19.5944 -1.12103
32.3832 28.0633 2.76166
34.0724 26.3253 4.88428
25.4326 5.36668 -10.171
44.2198 35.4259 1.33513
32.3481 23.4886 2.96448
48.7457 18.7155 0.649549
21.2745 2.13019 -3.94912
41.1039 13.1397 0.71365
4.45418 10.358 0.146648
21.7368 19.451 7.4913
48.4054 17.2918 0.599905
2.25074 20.9174 -0.828206
24.0516 22.9743 4.11189
19.0786 23.6091 3.87159
42.111 33.4666 2.67198
14.4017 44.8378 3.78127
44.0336 19.2572 2.58743
17.2063 1.28941 -1.38686
43.8383 21.0364 3.18983
32.2169 23.4489 2.81959
41.1283 41.876 1.51027
19.5685 47.8256 5.03466
0.607319 39.9228 -0.0368731
23.011 13.599 -1.79789
18.4347 10.6235 -1.51908
29.4656 15.2135 -4.14119
20.6763 22.5806 5.82314
17.7282 37.492 7.0056
14.2216 46.0631 2.99516
29.165 24.8238 0.468573
35.4503 38.2717 5.82179
18.1692 11.0172 -0.717028
16.9515 24.3995 0.469007
15.244 11.3346 1.34337
17.6489 38.5556 8.06662
10.4663 3.31736 0.00164104
36.5825 13.6143 -0.806955
40.1975 47.9324 0.688192
5.72375 34.0587 -1.2882
34.8094 27.6086 5.34604
32.0963 40.8582 10.0155
10.2802 2.75124 0.00520772
34.518 2.47963 -2.90156
11.4261 13.2496 1.56277
45.2986 41.0657 0.458859
39.6237 26.5831 6.55488
22.1793 27.8466 2.35902
22.805 9.06552 -9.42632
40.8506 36.8572 2.3899
10.567 21.8024 -3.31098
13.332 21.0211 -0.948571
2.17139 17.9128 -0.44298
2.5605 49.6582 0.0239008
40.2814 42.5809 1.76537
28.4783 21.4667 0.972363
28.2205 12.505 -9.30602
35.9264 42.0865 5.11829
3.59813 26.3146 -1.72047
19.6753 30.2423 0.983603
26.0826 32.4824 2.64018
26.9112 41.5876 15.4219
12.1357 6.33717 -0.0473576
32.4412 24.2714 3.1054
24.5613 12.7232 -6.09841
6.99942 45.3169 0.368072
49.6261 5.85192 -0.000508756
23.9174 1.84637 -4.88472
19.6036 42.9319 11.0973
24.4804 6.2624 -10.6681
13.5334 13.1321 2.39947
37.2951 9.38444 -2.90325
44.026 8.43837 -0.120214
21.9779 0.648518 -2.97015
12.9002 37.9666 1.87377
32.4625 49.4369 2.55437
43.4965 12.2883 0.474169
20.2536 26.5481 2.55919
22.4479 49.3561 4.26234
22.9316 19.9454 6.54919
8.75271 28.5485 -4.5116
8.23389 33.7733 -2.07306
42.9304 44.4517 0.607294
18.9993 34.7545 4.45697
14.0889 36.8816 1.97424
39.3109 35.0108 3.45929
17.7313 48.7609 3.14474
27.1538 25.3639 0.573716
12.0731 38.3709 1.51799
33.8694 48.2025 2.83374
5.72375 47.5829 0.154239
5.75121 23.9402 -2.71428
34.5286 2.58492 -2.96473
38.0825 20.1773 5.66414
10.3656 48.7136 0.612313
26.9204 27.5719 0.232267
49.7589 45.9059 0.0300624
38.9523 31.5363 4.7694
15.0502 26.3817 -3.30128
44.7295 43.7788 0.36755
26.0247 41.084 16.0067
35.5937 32.783 4.48599
24.7124 46.4476 9.11754
19.602 17.2689 7.42066
1.26957 8.07367 0.0420352
16.776 11.7069 1.19925
13.6769 22.8507 -2.40809
48.9792 37.9467 0.202005
9.10367 36.1019 -0.900244
44.7172 42.0194 0.487732
29.7617 5.30412 -9.24858
4.22987 30.1737 -1.66602
11.0157 36.9762 0.0448486
45.1109 13.2282 0.583631
4.62508 48.2376 0.0849334
23.8273 23.2688 4.14379
34.8628 29.6701 4.76841
3.4257 41.7829 0.0426138
20.3787 10.9928 -3.43552
12.7461 3.27464 -0.312042
19.5898 6.13422 -5.3285
17.4413 13.4434 3.23948
32.4244 39.2727 9.29419
48.1414 45.9609 0.0611579
16.2099 28.3715 -2.47695
6.03809 6.9277 0.181304
48.5641 27.8314 0.911076
41.2519 31.0816 4.00151
45.0301 6.75222 -0.107895
24.2332 48.7838 5.2881
14.3513 14.4261 3.33127
5.56963 37.8857 -0.289525
9.12351 9.58739 0.558908
34.4722 49.5209 1.7823
4.69069 5.00504 0.0912097
31.2586 21.8711 1.7879
14.0645 3.95367 -0.708424
34.1685 21.0028 4.25724
21.6926 30.1584 1.87057
15.801 22.7973 0.302482
43.8978 27.752 3.34878
39.491 25.0755 6.79685
48.7686 32.8104 0.508161
0.935392 3.93994 0.0228464
43.3653 43.0418 0.660021
25.4036 3.44554 -7.46856
10.9867 37.167 0.160034
15.804 22.6005 0.507447
6.38752 20.5969 -2.01737
21.9565 38.8211 13.7319
41.6791 48.909 0.33602
26.3695 31.8583 1.81208
20.7907 5.74053 -6.56482
16.8203 47.2869 3.89517
5.27665 36.6375 -0.532814
41.084 13.5884 0.942968
19.274 15.4057 5.58681
14.0797 1.93945 -0.52554
26.4336 44.5708 12.2002
22.7989 42.7107 14.4501
36.6466 16.4571 2.25551
49.2706 37.7773 0.186267
25.3578 36.491 10.7028
6.93075 32.7021 -2.1447
23.2978 35.2657 8.0501
10.6677 37.8231 0.425898
9.42564 20.9357 -2.77365
25.8766 12.3508 -8.42304
14.9266 48.5214 2.04145
16.8279 0.508133 -1.00945
21.0303 7.64336 -7.39528
39.6725 33.7733 3.64661
8.51619 5.30869 0.163531
0.375378 38.316 -0.0802461
41.6776 45.2528 0.786693
22.9148 11.6581 -6.04203
44.5662 30.4331 2.32471
48.0422 7.64794 0.010119
2.34687 40.2432 -0.0333887
7.91803 43.7849 0.595213
45.5596 8.97549 0.0167208
46.9558 19.9744 1.32067
0.086977 7.1337 0.0244636
34.1365 12.775 -4.1694
10.6922 2.12714 -0.0276172
37.1807 34.199 4.32652
20.8686 49.9313 3.24519
3.81634 19.1076 -0.900845
16.863 44.2534 6.6074
20.5069 30.3095 1.49813
18.6834 24.81 2.40811
43.9253 45.3688 0.36421
25.8766 21.2104 2.94572
25.4891 14.243 -3.71173
0.903347 34.08 -0.334575
24.2973 1.76244 -4.9045
47.94 29.928 0.952179
28.7317 4.0376 -8.08523
19.8737 1.3657 -2.61022
32.0704 2.87027 -4.71698
11.3742 19.2145 -0.810702
32.432 47.1984 4.51641
20.7709 28.0587 2.02298
2.32704 25.66 -1.18546
38.6105 11.8381 -0.832693
48.1719 19.3381 0.845906
45.6969 31.0083 1.64734
5.02792 48.7365 0.0897353
28.3914 7.84478 -12.5886
36.9488 4.05896 -2.30276
44.0382 11.4704 0.285185
38.1603 22.8568 6.86992
44.2701 19.1259 2.42123
5.47044 4.08948 0.0890924
39.0637 5.30107 -1.49798
27.1615 22.6875 1.33697
9.3173 35.2397 -1.39229
8.69777 33.6573 -2.24334
0.778221 14.4063 -0.0793839
30.5795 29.8059 1.11625
7.12149 20.481 -2.17337
8.62148 42.1339 0.778871
25.0221 19.4266 4.11565
1.99133 46.968 0.0317782
38.9904 42.2056 2.56617
39.3155 18.9047 4.67828
18.8208 23.6961 3.52433
8.15912 43.6048 0.657932
37.4432 30.3949 5.4848
28.2128 29.5145 0.121651
41.9935 28.4265 4.55612
3.45317 32.5892 -0.983332
35.9325 18.4774 3.85055
23.6564 33.0439 4.00724
4.99588 39.1598 -0.0913037
10.5075 28.2403 -5.29955
44.821 15.4073 1.14471
28.6798 30.7382 0.658974
23.0293 3.45622 -6.4236
7.1398 35.5831 -1.05042
33.6116 8.96939 -7.34232
41.0504 45.9014 0.842285
26.3894 29.8517 0.50828
19.5151 20.8518 6.71884
19.4144 0.363171 -1.82176
49.556 35.0154 0.270944
27.0638 38.0383 13.0973
21.5567 13.2511 -0.534731
11.6855 20.0156 -1.32278
36.5474 30.134 5.44906
41.5906 40.3195 1.54647
40.611 37.9681 2.32993
13.1947 24.6559 -4.19904
36.7244 12.5095 -1.72511
20.1529 4.30158 -4.95513
19.364 30.4163 0.777733
27.2561 25.631 0.467609
2.17292 17.481 -0.392435
31.9407 46.8459 5.22071
34.0068 31.7606 3.89355
21.2027 48.4802 4.9855
23.6625 20.6 5.66363
6.73849 9.24558 0.307145
18.6392 15.6652 5.98503
46.115 23.7526 2.09031
8.17438 5.01724 0.15054
32.7891 13.6982 -4.4846
45.9502 46.3027 0.139767
12.7934 9.07926 0.478296
12.7003 10.1154 0.889615
10.886 0.978119 -0.0357103
14.1148 17.6107 2.89735
23.9921 42.4955 15.2237
34.2723 11.3941 -5.37378
14.7343 49.3927 1.55301
39.9731 23.8044 6.4775
12.888 27.0028 -5.19647
6.25935 31.5973 -2.25429
7.54418 24.9733 -3.92655
8.43532 11.1301 0.588402
37.814 46.4003 1.85607
0.904873 33.0989 -0.403194
14.8839 12.9231 2.67008
28.1472 10.8753 -11.776
33.2286 12.3432 -5.75782
38.1146 41.5387 3.33843
3.78582 30.314 -1.45834
43.4065 3.62407 -0.23215
16.9454 42.6801 7.76675
0.489822 0.697348 0.00946686
18.096 20.0278 6.11988
2.32246 14.7679 -0.131592
3.61492 21.0028 -1.22222
4.63271 8.64132 0.153664
20.069 25.9529 2.8297
31.2403 41.2626 11.0608
24.4438 37.4798 12.804
28.666 35.0932 6.49806
38.2305 49.4324 0.791178
15.3905 9.62859 -0.071414
3.17087 10.9241 0.0746638
46.0356 20.069 1.73123
21.4728 36.9518 10.5139
35.8135 15.2287 0.388682
38.3068 42.1155 3.05163
15.5416 3.76446 -1.31613
49.4079 49.0967 0.0148281
12.5217 42.7519 2.87749
41.5876 48.3627 0.401687
27.6345 37.6858 12.1514
48.9639 10.7334 0.0930202
3.91095 17.983 -0.685117
32.7235 29.3298 2.95749
6.94754 27.0272 -3.64604
17.2445 42.4726 8.27248
12.4271 40.8185 2.76181
40.3638 14.1118 1.19349
21.0929 4.31379 -5.82553
0.627155 23.3421 -0.62327
46.4797 49.5041 0.0478676
9.32646 39.5444 0.622553
45.6938 34.2769 1.06936
30.1172 34.7514 5.45468
38.6013 16.1611 2.5751
14.0736 9.7766 0.530603
35.6746 49.9878 1.22338
12.9398 35.6761 -0.0932821
19.8691 23.5359 4.6053
28.4387 37.0998 10.5614
2.80465 20.2414 -0.873467
30.4041 19.1092 0.575563
0.56917 23.0079 -0.597083
1.6007 14.0065 -0.0713797
49.4842 48.1933 0.018683
41.998 49.7543 0.236624
7.10013 23.8472 -3.44158
40.3226 16.5197 2.81502
8.7817 1.23142 0.0416457
45.7381 32.9646 1.27273
25.1503 13.7242 -4.51212
47.4044 38.757 0.313354
40.73 22.1259 5.64498
44.7768 14.951 1.03571
49.0997 10.4709 0.0804107
16.4327 8.74966 -1.35296
34.8506 21.3904 5.00826
20.2521 14.2186 3.01997
37.6904 45.0789 2.44117
32.7479 35.5266 5.80919
18.9627 0.935392 -1.94616
10.3854 34.2631 -2.04602
25.9468 25.9636 1.10993
30.6696 37.4142 9.37549
24.2058 8.9404 -11.2665
45.8388 7.51671 -0.0418798
43.3256 34.4768 1.86061
6.97195 1.62053 0.0580376
6.33564 25.985 -3.27352
41.3114 20.5451 4.70406
38.142 1.64952 -1.00963
40.6186 25.0557 6.16066
23.2658 32.4381 3.25306
43.3912 20.4886 3.33963
8.22474 16.2206 -0.181316
18.7277 36.3948 6.73975
18.8482 7.0864 -4.53761
34.6644 2.76345 -3.00268
37.8414 13.8752 0.266847
18.8086 49.4034 3.05428
12.9215 7.02078 -0.128437
44.058 30.0043 2.72134
40.846 47.763 0.591081
47.2335 47.5036 0.061522
47.5967 28.7667 1.17532
13.4419 32.2535 -3.08187
10.1077 40.2524 1.12284
33.9625 49.6017 1.91009
39.79 0.660727 -0.475231
20.4886 38.4198 11.767
23.1742 15.9413 3.10944
